reaction_id,prompt,answer
R-HSA-1483219,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: PC:PITPNB [endoplasmic reticulum membrane] (complex of PC [endoplasmic reticulum membrane] (ChEBI: 57643), PITPNB [endoplasmic reticulum membrane] (UniProt: P48739))
Reactants: PC:PITPNB [endoplasmic reticulum membrane] (complex of PC [endoplasmic reticulum membrane] (ChEBI: 57643), PITPNB [endoplasmic reticulum membrane] (UniProt: P48739)), PI [endoplasmic reticulum membrane] (ChEBI: 57880)

START
","PI:PITPNB [endoplasmic reticulum membrane] (complex of PI [endoplasmic reticulum membrane] (ChEBI: 57880), PITPNB [endoplasmic reticulum membrane] (UniProt: P48739)), PC [endoplasmic reticulum membrane] (ChEBI: 57643)"
R-HSA-1564117,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: MMP9,13 [extracellular region] (complex of MMP13 [extracellular region] (UniProt: P45452), MMP9(107-707) [extracellular region] (UniProt: P14780))
Reactants: Collagen type XIV [extracellular region] (complex of 3x4Hyp-3Hyp-GalHyl-COL14A1 [extracellular region] (UniProt: Q05707))

START
",Cleaved collagen type XIV [extracellular region] (complex of 3x4Hyp-3Hyp-GalHyl-COL14A1(29-?) [extracellular region] (UniProt: Q05707))
R-HSA-156930,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: N/A
Reactants: EEF2 [cytosol] (UniProt: P13639), GTP [cytosol] (ChEBI: 37565)

START
","eEF2:GTP [cytosol] (complex of EEF2 [cytosol] (UniProt: P13639), GTP [cytosol] (ChEBI: 37565))"
R-HSA-158441,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: N/A
Reactants: Nucleoplasmic mature intronless derived mRNA:TAP:Aly/Ref complex [nucleoplasm] (complex of NXF1 [nucleoplasm] (UniProt: Q9UBU9), ALYREF [nucleoplasm] (UniProt: Q86V81))

START
","Mature intronless derived mRNA:TAP:Aly/Ref complex [cytosol] (complex of NXF1 [cytosol] (UniProt: Q9UBU9), ALYREF [cytosol] (UniProt: Q86V81))"
R-HSA-159046,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: N/A
Reactants: Mature intronless transcript derived Histone mRNA:SLBP:TAP:Aly/Ref complex [nucleoplasm] (complex of SLBP [nucleoplasm] (UniProt: Q14493), NXF1 [nucleoplasm] (UniProt: Q9UBU9), ALYREF [nucleoplasm] (UniProt: Q86V81))

START
","Mature intronless transcript derived Histone mRNA:SLBP:TAP:Aly/Ref complex [cytosol] (complex of SLBP [cytosol] (UniProt: Q14493), NXF1 [cytosol] (UniProt: Q9UBU9), ALYREF [cytosol] (UniProt: Q86V81))"
R-HSA-1592297,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: MMP2,3,7,10,11 [extracellular region] (complex of MMP2(110-660) [extracellular region] (UniProt: P08253), MMP3(100-477) [extracellular region] (UniProt: P08254), MMP7(95-267) [extracellular region] (UniProt: P09237), MMP10 [extracellular region] (UniProt: P09238), MMP11 [extracellular region] (UniProt: P24347))
Reactants: MMP1(84-469) [extracellular region] (UniProt: P03956)

START
",MMP1(100-469) [extracellular region] (UniProt: P03956)
R-HSA-159796,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: FURIN [Golgi membrane] (UniProt: P09958)
Reactants: 12xCbxE-3D-F9(29-461) [Golgi lumen] (UniProt: P00740)

START
",12xCbxE-3D-F9(47-461) [Golgi lumen] (UniProt: P00740)
R-HSA-1604741,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: MMP14 (16) [plasma membrane]
Reactants: MMP13(20-471) [extracellular region] (UniProt: P45452)

START
",MMP13(55-471) [extracellular region] (UniProt: P45452)
R-HSA-1606839,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: active STS dimer [endoplasmic reticulum membrane] (complex of OxA-STS [endoplasmic reticulum membrane] (UniProt: P08842), Ca2+ [endoplasmic reticulum membrane] (ChEBI: 29108))
Reactants: H2O [endoplasmic reticulum lumen] (ChEBI: 15377), steroid sulfate [endoplasmic reticulum lumen] (ChEBI: 59696)

START
","SO4(2-) [endoplasmic reticulum lumen] (ChEBI: 16189), steroid [endoplasmic reticulum lumen] (ChEBI: 35341)"
R-HSA-162821,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: PIGB [endoplasmic reticulum membrane] (UniProt: Q92521)
Reactants: DOLP-Man [lumenal side of endoplasmic reticulum membrane] (ChEBI: 58211), mannose (a1-6) (ethanolamineP) mannose (a1-4) glucosaminyl-acyl-PI [lumenal side of endoplasmic reticulum membrane] (ChEBI: 53058)

START
","mannose (a1-2) mannose (a1-6) (ethanolamineP) mannose (a1-4) glucosaminyl-acyl-PI [lumenal side of endoplasmic reticulum membrane] (ChEBI: 53059), dolichyl phosphate [endoplasmic reticulum membrane] (ChEBI: 57683)"
R-HSA-163539,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: N/A
Reactants: perilipin:CGI-58 complex [lipid droplet] (complex of PLIN1 [lipid droplet] (UniProt: O60240), ABHD5 [lipid droplet] (UniProt: Q8WTS1))

START
","ABHD5 [cytosol] (UniProt: Q8WTS1), PLIN1 [lipid droplet] (UniProt: O60240)"
R-HSA-1638032,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: GNS:Ca2+ [lysosomal lumen] (complex of OxA-GNS [lysosomal lumen] (UniProt: P15586), Ca2+ [lysosomal lumen] (ChEBI: 29108))
Reactants: H2O [lysosomal lumen] (ChEBI: 15377), GlcNAc(S)-Gal-GlcNAc(S)-Gal [lysosomal lumen] (ChEBI: 63851)

START
","SO4(2-) [lysosomal lumen] (ChEBI: 16189), GlcNAc-Gal-GlcNAc(S)-Gal [lysosomal lumen] (ChEBI: 63852)"
R-HSA-164515,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: N/A
Reactants: Virion with gp41 exposed  [extracellular region] (complex of NC (P04591) protein [extracellular region] (UniProt: P04591), NC (P04585) protein [extracellular region] (UniProt: P04585), CD4 [plasma membrane] (UniProt: P01730), Transmembrane protein gp41 [viral envelope] (UniProt: P04578), CCR5 [plasma membrane] (UniProt: P51681), CXCR4 [plasma membrane] (UniProt: P61073), PPIA [extracellular region] (UniProt: P62937), REV (P04618) protein [extracellular region] (UniProt: P04618), VIF (P69723) protein [extracellular region] (UniProt: P69723), VPR (P69726) protein [extracellular region] (UniProt: P69726), VPU (P05919) protein [extracellular region] (UniProt: P05919), myristoylated Nef Protein (UniProt:P04601) [extracellular region] (UniProt: P04601))

START
","Virion with fusogenically activated gp41 [extracellular region] (complex of NC (P04591) protein [extracellular region] (UniProt: P04591), NC (P04585) protein [extracellular region] (UniProt: P04585), CD4 [plasma membrane] (UniProt: P01730), Surface protein gp120 [viral envelope] (UniProt: P04578), CCR5 [plasma membrane] (UniProt: P51681), CXCR4 [plasma membrane] (UniProt: P61073), PPIA [extracellular region] (UniProt: P62937), REV (P04618) protein [extracellular region] (UniProt: P04618), VIF (P69723) protein [extracellular region] (UniProt: P69723), VPR (P69726) protein [extracellular region] (UniProt: P69726), VPU (P05919) protein [extracellular region] (UniProt: P05919), myristoylated Nef Protein (UniProt:P04601) [extracellular region] (UniProt: P04601))"
R-HSA-165182,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: p-T309,S474-AKT2:PIP3 [plasma membrane] (complex of PI(3,4,5)P3 [plasma membrane] (ChEBI: 57836), p-T309,S474-AKT2 [cytosol] (UniProt: P31751))
Reactants: ATP [cytosol] (ChEBI: 30616), TSC1:TSC2 [cytosol] (complex of TSC2 [cytosol] (UniProt: P49815), TSC1 [cytosol] (UniProt: Q92574))

START
","ADP [cytosol] (ChEBI: 456216), TSC1:Inhibited TSC2-1-P [cytosol] (complex of TSC1 [plasma membrane] (UniProt: Q92574), p-S939,S1130,T1462-TSC2 [cytosol] (UniProt: P49815))"
R-HSA-1655852,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: N/A
Reactants: SC5DL gene [nucleoplasm] (ENSEMBL: ENSG00000109929)

START
",SC5D [endoplasmic reticulum membrane] (UniProt: O75845)
R-HSA-166542,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: N/A
Reactants: mature beta-NGF homodimer [extracellular region] (complex of NGF [extracellular region] (UniProt: P01138)), NTRK1 [plasma membrane] (UniProt: P04629)

START
","beta-NGF dimer:TrkA receptor [plasma membrane] (complex of NTRK1 [plasma membrane] (UniProt: P04629), NGF [extracellular region] (UniProt: P01138))"
R-HSA-167118,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: N/A
Reactants: HIV-1 open pre-initiation complex [nucleoplasm] (complex of GTF2A1(1-274) [nucleoplasm] (UniProt: P52655), GTF2A2 [nucleoplasm] (UniProt: P52657), GTF2B [nucleoplasm] (UniProt: Q00403), TAF5 [nucleoplasm] (UniProt: Q15542), TAF4B [nucleoplasm] (UniProt: Q92750), TAF4 [nucleoplasm] (UniProt: O00268), TAF13 [nucleoplasm] (UniProt: Q15543), TAF12 [nucleoplasm] (UniProt: Q16514), TAF11 [nucleoplasm] (UniProt: Q15544), TAF10 [nucleoplasm] (UniProt: Q12962), TAF6 [nucleoplasm] (UniProt: P49848), TBP [nucleoplasm] (UniProt: P20226), TAF9 [nucleoplasm] (UniProt: Q16594), TAF2 [nucleoplasm] (UniProt: Q6P1X5), TAF3 [nucleoplasm] (UniProt: Q5VWG9), TAF9B [nucleoplasm] (UniProt: Q9HBM6), TAF1 [nucleoplasm] (UniProt: P21675), TAF1L [nucleoplasm] (UniProt: Q8IZX4), TAF15 [nucleoplasm] (UniProt: Q92804), GTF2E1 [nucleoplasm] (UniProt: P29083), GTF2E2 [nucleoplasm] (UniProt: P29084), CDK7 [nucleoplasm] (UniProt: P50613), CCNH [nucleoplasm] (UniProt: P51946), MNAT1 [nucleoplasm] (UniProt: P51948), ERCC2 [nucleoplasm] (UniProt: P18074), ERCC3 [nucleoplasm] (UniProt: P19447), GTF2H3 [nucleoplasm] (UniProt: Q13889), GTF2H2 [nucleoplasm] (UniProt: Q13888), GTF2H4 [nucleoplasm] (UniProt: Q92759), GTF2H1 [nucleoplasm] (UniProt: P32780), GTF2H5 [nucleoplasm] (UniProt: Q6ZYL4), POLR2A [nucleoplasm] (UniProt: P24928), POLR2J [nucleoplasm] (UniProt: P52435), POLR2I [nucleoplasm] (UniProt: P36954), POLR2B [nucleoplasm] (UniProt: P30876), POLR2D [nucleoplasm] (UniProt: O15514), POLR2G [nucleoplasm] (UniProt: P62487), POLR2C [nucleoplasm] (UniProt: P19387), POLR2H [nucleoplasm] (UniProt: P52434), POLR2K [nucleoplasm] (UniProt: P53803), POLR2E [nucleoplasm] (UniProt: P19388), POLR2F [nucleoplasm] (UniProt: P61218), POLR2L [nucleoplasm] (UniProt: P62875), GTF2F1 [nucleoplasm] (UniProt: P35269), GTF2F2 [nucleoplasm] (UniProt: P13984)), NTP [nucleoplasm] (ChEBI: 61557)

START
","HIV-1 initiation complex [nucleoplasm] (complex of POLR2A [nucleoplasm] (UniProt: P24928), POLR2J [nucleoplasm] (UniProt: P52435), POLR2I [nucleoplasm] (UniProt: P36954), POLR2B [nucleoplasm] (UniProt: P30876), POLR2D [nucleoplasm] (UniProt: O15514), POLR2G [nucleoplasm] (UniProt: P62487), POLR2C [nucleoplasm] (UniProt: P19387), POLR2H [nucleoplasm] (UniProt: P52434), POLR2K [nucleoplasm] (UniProt: P53803), POLR2E [nucleoplasm] (UniProt: P19388), POLR2F [nucleoplasm] (UniProt: P61218), POLR2L [nucleoplasm] (UniProt: P62875), GTF2F1 [nucleoplasm] (UniProt: P35269), GTF2F2 [nucleoplasm] (UniProt: P13984), CDK7 [nucleoplasm] (UniProt: P50613), CCNH [nucleoplasm] (UniProt: P51946), MNAT1 [nucleoplasm] (UniProt: P51948), ERCC2 [nucleoplasm] (UniProt: P18074), ERCC3 [nucleoplasm] (UniProt: P19447), GTF2H3 [nucleoplasm] (UniProt: Q13889), GTF2H2 [nucleoplasm] (UniProt: Q13888), GTF2H4 [nucleoplasm] (UniProt: Q92759), GTF2H1 [nucleoplasm] (UniProt: P32780), GTF2H5 [nucleoplasm] (UniProt: Q6ZYL4), NTP [nucleoplasm] (ChEBI: 61557), GTF2A1(1-274) [nucleoplasm] (UniProt: P52655), GTF2A2 [nucleoplasm] (UniProt: P52657), GTF2B [nucleoplasm] (UniProt: Q00403), TAF5 [nucleoplasm] (UniProt: Q15542), TAF4B [nucleoplasm] (UniProt: Q92750), TAF4 [nucleoplasm] (UniProt: O00268), TAF13 [nucleoplasm] (UniProt: Q15543), TAF12 [nucleoplasm] (UniProt: Q16514), TAF11 [nucleoplasm] (UniProt: Q15544), TAF10 [nucleoplasm] (UniProt: Q12962), TAF6 [nucleoplasm] (UniProt: P49848), TBP [nucleoplasm] (UniProt: P20226), TAF9 [nucleoplasm] (UniProt: Q16594), TAF2 [nucleoplasm] (UniProt: Q6P1X5), TAF3 [nucleoplasm] (UniProt: Q5VWG9), TAF9B [nucleoplasm] (UniProt: Q9HBM6), TAF1 [nucleoplasm] (UniProt: P21675), TAF1L [nucleoplasm] (UniProt: Q8IZX4), TAF15 [nucleoplasm] (UniProt: Q92804), GTF2E1 [nucleoplasm] (UniProt: P29083), GTF2E2 [nucleoplasm] (UniProt: P29084))"
